ano,unidade,variante_mascara,classe,soma_radiancia_aoi_total,soma_radiancia_piso_por_area,soma_radiancia_teto_por_presenca,share_piso,share_teto,razao_teto_sobre_piso,fracao_area_aoi_da_classe,n_pixels_luz_com_a_classe,n_pixels_luz_total,ano_mascara_usada,distancia_anos_ate_ancora,selo,janela_homogenea_E4,catraca_R2_na_classe,fracao_estoque_urbano_herdada_da_uniao,acuracia_usuario_construido_do_ano_ancora,nota
2010,tete_aoi,mascara_ancora_mais_proxima,resto,1739.848,950.225,210.676,0.54615,0.12109,0.22,0.98525,9755,10452,2010,0,observado (luz) / classificado (mascara do proprio ano),False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2010,tete_aoi,mascara_fixa_2020,industrial,1739.848,176.922,343.176,0.10169,0.19725,1.94,0.01664,435,10452,2020,10,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2010,tete_aoi,mascara_fixa_2020,urbano,1739.848,786.808,1254.211,0.45223,0.72087,1.59,0.01582,528,10452,2020,10,"interpolado (mascara de outro ano-ancora, nao do ano)",False,True,0.127,0.4762,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2010,tete_aoi,mascara_fixa_2020,reassentamento,1739.848,0.0,0.0,0.0,0.0,,0.00028,28,10452,2020,10,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2010,tete_aoi,mascara_fixa_2020,resto,1739.848,776.117,142.461,0.44608,0.08188,0.18,0.96726,9461,10452,2020,10,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2011,tete_aoi,mascara_ancora_mais_proxima,industrial,3640.648,123.077,551.484,0.03381,0.15148,4.48,0.00298,234,10452,2010,1,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2011,tete_aoi,mascara_ancora_mais_proxima,urbano,3640.648,761.873,1707.613,0.20927,0.46904,2.24,0.01129,447,10452,2010,1,"interpolado (mascara de outro ano-ancora, nao do ano)",False,True,0.034,0.2857,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2011,tete_aoi,mascara_ancora_mais_proxima,reassentamento,3640.648,23.535,84.84,0.00646,0.0233,3.6,0.00048,16,10452,2010,1,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2011,tete_aoi,mascara_ancora_mais_proxima,resto,3640.648,2732.163,1296.71,0.75046,0.35618,0.47,0.98525,9755,10452,2010,1,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2011,tete_aoi,mascara_fixa_2020,industrial,3640.648,436.438,787.314,0.11988,0.21626,1.8,0.01664,435,10452,2020,9,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2011,tete_aoi,mascara_fixa_2020,urbano,3640.648,959.308,1851.714,0.2635,0.50862,1.93,0.01582,528,10452,2020,9,"interpolado (mascara de outro ano-ancora, nao do ano)",False,True,0.127,0.4762,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2011,tete_aoi,mascara_fixa_2020,reassentamento,3640.648,13.121,81.029,0.0036,0.02226,6.18,0.00028,28,10452,2020,9,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2011,tete_aoi,mascara_fixa_2020,resto,3640.648,2231.781,920.591,0.61302,0.25286,0.41,0.96726,9461,10452,2020,9,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2012,tete_aoi,mascara_ancora_mais_proxima,industrial,4385.317,250.718,888.288,0.05717,0.20256,3.54,0.00298,234,10452,2010,2,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2012,tete_aoi,mascara_ancora_mais_proxima,urbano,4385.317,1355.975,2599.802,0.30921,0.59284,1.92,0.01129,447,10452,2010,2,"interpolado (mascara de outro ano-ancora, nao do ano)",False,True,0.034,0.2857,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2012,tete_aoi,mascara_ancora_mais_proxima,reassentamento,4385.317,20.797,49.742,0.00474,0.01134,2.39,0.00048,16,10452,2010,2,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2012,tete_aoi,mascara_ancora_mais_proxima,resto,4385.317,2757.827,847.486,0.62888,0.19326,0.31,0.98525,9755,10452,2010,2,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2012,tete_aoi,mascara_fixa_2020,industrial,4385.317,486.847,1046.903,0.11102,0.23873,2.15,0.01664,435,10452,2020,8,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2012,tete_aoi,mascara_fixa_2020,urbano,4385.317,1632.892,2702.017,0.37235,0.61615,1.65,0.01582,528,10452,2020,8,"interpolado (mascara de outro ano-ancora, nao do ano)",False,True,0.127,0.4762,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2012,tete_aoi,mascara_fixa_2020,reassentamento,4385.317,12.797,47.197,0.00292,0.01076,3.69,0.00028,28,10452,2020,8,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2012,tete_aoi,mascara_fixa_2020,resto,4385.317,2252.78,589.2,0.51371,0.13436,0.26,0.96726,9461,10452,2020,8,"interpolado (mascara de outro ano-ancora, nao do ano)",False,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2013,tete_aoi,mascara_ancora_mais_proxima,industrial,4199.879,636.462,1202.384,0.15154,0.28629,1.89,0.01265,375,10452,2015,2,"interpolado (mascara de outro ano-ancora, nao do ano)",True,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2013,tete_aoi,mascara_ancora_mais_proxima,urbano,4199.879,1471.714,2594.996,0.35042,0.61787,1.76,0.01495,512,10452,2015,2,"interpolado (mascara de outro ano-ancora, nao do ano)",True,True,0.061,0.5909,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2013,tete_aoi,mascara_ancora_mais_proxima,reassentamento,4199.879,9.076,19.163,0.00216,0.00456,2.11,0.00066,33,10452,2015,2,"interpolado (mascara de outro ano-ancora, nao do ano)",True,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2013,tete_aoi,mascara_ancora_mais_proxima,resto,4199.879,2082.626,383.336,0.49588,0.09127,0.18,0.97175,9532,10452,2015,2,"interpolado (mascara de outro ano-ancora, nao do ano)",True,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2013,tete_aoi,mascara_fixa_2020,industrial,4199.879,554.119,1179.696,0.13194,0.28089,2.13,0.01664,435,10452,2020,7,"interpolado (mascara de outro ano-ancora, nao do ano)",True,False,,,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
2013,tete_aoi,mascara_fixa_2020,urbano,4199.879,1532.019,2604.219,0.36478,0.62007,1.7,0.01582,528,10452,2020,7,"interpolado (mascara de outro ano-ancora, nao do ano)",True,True,0.127,0.4762,"Decomposicao de §2.3, executada sob docs/ADR/0015 decisao 4. NAO e particao unica: piso e teto sao as duas envoltorias de uma reparticao sub-pixel indeterminada (luz ~500 m x camadas 30 m, ~278 pixels de camada por pixel de luz). Publicar SEMPRE os dois. `urbano` herda a catraca R2 (ADR 0013; fracao herdada ate 18,0 % em 2025) e a comissao medida em `construido`: acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é. Essa comissao entra inteira na parcela de luz atribuida a urbano. `industrial` e `reassentamento` nao tem R2 (ADR 0014), mas o limiar de `industrial` foi calibrado contra Maus em 2020. Fora dos seis anos-ancora a mascara e de outro ano: selo `interpolado`. Nenhuma quebra anual pode ser lida nesta tabela."
